symbol,company_name,classification,recommended_action,fp_risk_rationale,english_word_match,prod_observed_fp,validated_against_master
GREAVESCOT,Greaves Cotton Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
GREENLAM,Greenlam Industries Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
GREENPANEL,Greenpanel Industries Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
GREENPLY,Greenply Industries Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
GREENPOWER,Orient Green Power Company Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
GRINDWELL,Grindwell Norton Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
GRINFRA,G R Infraprojects Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
GRMOVER,GRM Overseas Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
GROBTEA,The Grob Tea Company Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
GROWW,Billionbrains Garage Ventures Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
GRPLTD,GRP Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
GRSE,Garden Reach Shipbuilders & Engineers Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
GRWRHITECH,Garware Hi-Tech Films Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
GSFC,Gujarat State Fertilizers & Chemicals Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
GSLSU,Global Surfaces Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
GSPCROP,GSP Crop Science Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
GSS,GSS Infotech Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
GTECJAINX,G-TEC JAINX EDUCATION LIMITED,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
GTL,GTL Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
GTLINFRA,GTL Infrastructure Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
GTPL,GTPL Hathway Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
GUFICBIO,Gufic Biosciences Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
GUJALKALI,Gujarat Alkalies and Chemicals Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
GUJAPOLLO,Gujarat Apollo Industries Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
GUJGASLTD,Gujarat Gas Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
GUJRAFFIA,Gujarat Raffia Industries Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
GUJTHEM,Gujarat Themis Biosyn Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
GULFOILLUB,Gulf Oil Lubricants India Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
GULFPETRO,GP Petroleums Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
GULPOLY,Gulshan Polyols Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
GVKPIL,GVK Power & Infrastructure Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
GVPIL,GE Power India Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
GVPTECH,GVP Infotech Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
GVT&D,GE Vernova T&D India Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
HAL,Hindustan Aeronautics Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
HALDER,Halder Venture Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
HALDYNGL,Haldyn Glass Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
HALEOSLABS,HALEOS LABS LIMITED,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
HAPPSTMNDS,Happiest Minds Technologies Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
HAPPYFORGE,Happy Forgings Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
HARDWYN,Hardwyn India Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
HARIOMPIPE,Hariom Pipe Industries Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
HARRMALAYA,Harrisons  Malayalam Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
HARSHA,Harsha Engineers International Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
HATHWAY,Hathway Cable & Datacom Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
HATSUN,Hatsun Agro Product Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
HAVELLS,Havells India Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
HAVISHA,Sri Havisha Hospitality and Infrastructure Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
HAWKINCOOK,Hawkins Cookers Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
HBESD,HB Estate Developers Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
HBLENGINE,HBL Engineering Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
HBSL,HB Stockholdings Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
HCC,Hindustan Construction Company Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
HCG,Healthcare Global Enterprises Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
HCL-INSYS,HCL Infosystems Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
HCLTECH,HCL Technologies Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
HDBFS,HDB Financial Services Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
HDFCAMC,HDFC Asset Management Company Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
HDFCBANK,HDFC Bank Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
HDFCLIFE,HDFC Life Insurance Company Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
HDIL,Housing Development and Infrastructure Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
HEADSUP,Heads UP Ventures Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
HEALTHX,Health X Platform Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
HECPROJECT,HEC Infra Projects Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
HEG,HEG Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
HEIDELBERG,HeidelbergCement India Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
HEMIPROP,Hemisphere Properties India Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
HERANBA,Heranba Industries Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
HERITGFOOD,Heritage Foods Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
HEROMOTOCO,Hero MotoCorp Limited,denylist_context,add_denylist_context,Requires runtime context words to tag: MotoCorp; motorcycle; two-wheeler; Honda; Splendor; results; shares; ₹; Q1; Q2; Q3; Q4,N,N,Y
HESTERBIO,Hester Biosciences Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
HEXATRADEX,Hexa Tradex Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
HEXT,Hexaware Technologies Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
HFCL,HFCL Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
HGINFRA,H.G. Infra Engineering Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
HGM,HandsOn Global Management (HGM) Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
HGS,Hinduja Global Solutions Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
HIKAL,Hikal Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
HILINFRA,Highway Infrastructure Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
HILTON,Hilton Metal Forging Limited,symbol_stoplist,drop_bare_symbol_alias,Common English word 'hilton' triggers case-insensitive false matches in news,Y,N,Y
HIMATSEIDE,Himatsingka Seide Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
HINDALCO,Hindalco Industries Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
HINDCOMPOS,Hindustan Composites Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
HINDCON,Hindcon Chemicals Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
HINDCOPPER,Hindustan Copper Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
HINDOILEXP,Hindustan Oil Exploration Company Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
HINDPETRO,Hindustan Petroleum Corporation Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
HINDUNILVR,Hindustan Unilever Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
HINDWAREAP,Hindware Home Innovation Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
HINDZINC,Hindustan Zinc Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
HIRECT,Hind Rectifiers Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
HISARMETAL,Hisar Metal Industries Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
HITECH,Hi-Tech Pipes Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
HITECHCORP,Hitech Corporation Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
HITECHGEAR,The Hi-Tech Gears Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
HLEGLAS,HLE Glascoat Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
HLVLTD,HLV LIMITED,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
HMAAGRO,HMA Agro Industries Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
HMT,HMT Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
HMVL,Hindustan Media Ventures Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
HNDFDS,Hindustan Foods Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
HOMEFIRST,Home First Finance Company India Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
HONASA,Honasa Consumer Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
HONAUT,Honeywell Automation India Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
HONDAPOWER,Honda India Power Products Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
HPAL,HP Adhesives Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
HPIL,Hindprakash Industries Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
HPL,HPL Electric & Power Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
HSCL,Himadri Speciality Chemical Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
HTMEDIA,HT Media Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
HUBTOWN,Hubtown Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
HUDCO,Housing & Urban Development Corporation Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
HUHTAMAKI,Huhtamaki India Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
HYBRIDFIN,Hybrid Financial Services Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
HYUNDAI,Hyundai Motor India Limited,symbol_stoplist,drop_bare_symbol_alias,Common English word 'hyundai' triggers case-insensitive false matches in news,N,N,Y
IBULLSLTD,Indiabulls Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
ICDSLTD,ICDS Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
ICEMAKE,Ice Make Refrigeration Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
ICICIAMC,ICICI Prudential Asset Management Company Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
ICICIBANK,ICICI Bank Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
ICICIGI,ICICI Lombard General Insurance Company Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
ICICIPRULI,ICICI Prudential Life Insurance Company Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
ICIL,Indo Count Industries Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
ICRA,ICRA Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
IDBI,IDBI Bank Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
IDEA,Vodafone Idea Limited,symbol_stoplist,drop_bare_symbol_alias,Common English word 'idea' triggers false positives in strategic planning; start-up reviews; or analytical opinion pieces,N,N,Y
IDEAFORGE,Ideaforge Technology Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
IDFCFIRSTB,IDFC First Bank Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
IEX,Indian Energy Exchange Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
IFBAGRO,IFB Agro Industries Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
IFBIND,IFB Industries Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
IFCI,IFCI Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
IFGLEXPOR,IFGL Refractories Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
IGARASHI,Igarashi Motors India Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
IGCL,Indogulf Cropsciences Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
IGIL,International Gemological Institute Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
IGL,Indraprastha Gas Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
IGPL,IG Petrochemicals Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
IIFL,IIFL Finance Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
IIFLCAPS,IIFL Capital Services Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
IITL,Industrial Investment Trust Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
IKIO,IKIO Technologies Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
IKS,Inventurus Knowledge Solutions Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
IL&FSENGG,IL&FS Engineering and Construction Company Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
IL&FSTRANS,IL&FS Transportation Networks Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
IMAGICAA,Imagicaaworld Entertainment Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
IMFA,Indian Metals & Ferro Alloys Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
IMPAL,India Motor Parts and Accessories Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
IMPEXFERRO,Impex Ferro Tech Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
INA,Insolation Energy Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
INCREDIBLE,INCREDIBLE INDUSTRIES LIMITED,symbol_stoplist,drop_bare_symbol_alias,Common English word 'incredible' triggers case-insensitive false matches in news,N,N,Y
INDBANK,Indbank Merchant Banking Services Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
INDGN,Indegene Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
INDHOTEL,The Indian Hotels Company Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
INDIACEM,The India Cements Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
INDIAGLYCO,India Glycols Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
INDIAMART,Indiamart Intermesh Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
INDIANB,Indian Bank,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
INDIANCARD,Indian Card Clothing Company Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
INDIANHUME,Indian Hume Pipe Company Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
INDIASHLTR,India Shelter Finance Corporation Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
INDIGO,InterGlobe Aviation Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
INDIGOPNTS,Indigo Paints Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
INDIQUBE,Indiqube Spaces Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
INDNIPPON,India Nippon Electricals Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
INDOAMIN,Indo Amines Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
INDOBORAX,Indo Borax & Chemicals Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
INDOCO,Indoco Remedies Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
INDOFARM,Indo Farm Equipment Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
INDORAMA,Indo Rama Synthetics (India) Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
INDOSTAR,IndoStar Capital Finance Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
INDOTECH,Indo Tech Transformers Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
INDOTHAI,Indo Thai Securities Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
INDOUS,Indo Us Biotech Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
INDOWIND,Indowind Energy Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
INDPRUD,Industrial & Prudential Investment Company Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
INDRAMEDCO,Indraprastha Medical Corporation Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
INDSWFTLAB,Ind-Swift Laboratories Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
INDTERRAIN,Indian Terrain Fashions Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
INDUSINDBK,IndusInd Bank Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
INDUSTOWER,Indus Towers Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
INFOBEAN,InfoBeans Technologies Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
INFOMEDIA,Infomedia Press Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
INFY,Infosys Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
